sentence,label
"Some dominant predictors for yeast essential genes, such as GC content () were not selected in our models, suggesting that the genotype to phenotype relationship strongly depends on the organismal complexityInterestingly, this feature alone shows little correlation with the knockout",0
"miRNAs serve numerous roles in downregulation (transcript degradation and sequestering, translational suppression) of gene expressionintroduced by organism prefixes and precursor suffixes (e.gbtamiR-200a, oan-miR-200a-3p4miR-200a)If a read matched equally well versus multiple miRNA families, the respective families are joined by single linkage",0
"However, most of these expression based methods are based on correlation and thus require a large set of expression profiles of mRNAs and miRNAs across various tissues, cell lines or patients, which limit their applications to only a general survey",0
An interaction between two proteins usually consists of a large interface without a well characterized binding pocket ()Peptides could be good starting points for new leads in rational design of inhibitory drugs by mimicking part of the interacting surface of,0
"This experiment confirms the effectiveness of the novel learning procedure used by d normWe varied exponentially between 10 2 and 10 8 , and report the results inWe show empirically that our approach provides much greater accuracy than either the",0
the replicate measured at the later time point may be less developed than the earlier measurement illustrates this point with images from two pairs of replicates atThese desynchronization effects have been previously discussed but not addressed in a systematic manner,0
"Although specific to Illumina reads, this general approach could readily be extended to other sequencing technologiesHere, we use flow cell to flow cell variability to disentangle genuine CNA events from noise, but in principle the cnas eg framework can be",0
"For the TCGA breast cancer data, as predictor of patient survival, the dg score based on the potential driver genes outperforms the 70-gene mamma print and the 50-gene PAM50 signatures",0
"The limit of detection (LOD) is the smallest or largest concentration of a biomarker that can be reliably measured by the analytical procedureThe lack of correspondence between identifiers introduces a barrier when executing federated SPARQL queries across life science dataHere,",0
This will help to identify sample mix ups at an early stage and improve the overall quality in the diagnostic procedure.,0
"This task can be as tedious as searching for every predicted interaction in several interaction data repositories, or manually screening the scientific literatureMore details about protein and interaction mapping can be found in the Supplementary Material to this paperExisting approaches",0
"Based on the tu keys honestly significant difference test and Fishers least square difference test tests, the presented method performs significantly better than all existing methods (P 0.001) for tissue image alignment, and for the X-ray image registration , the",0
"introduction image registration is the process of systematically placing separate images in a common coordinate system so that the information they contain can be optimally integrated or comparedIn this study, we first evaluated five existing image registration techniques on the",0
"Alignment of biological images is challenging as local image features may appear confusing to one another, and imperfect inputs are inevitable",0
"Motivation: Oncogenes are known drivers of cancer phenotypes and targets of molecular therapies; however, the complex and diverse sig-naling mechanisms regulated by oncogenes and potential routes to targeted therapy resistance remain to be fully understoodBy targeted gene knockdown we show",0
Data from different sources are difficult to compare due to inherent discrepanciesA novel tuning selection procedure allows the model to adapt to the level of heterogeneity among the datasetsMotivation: Multiple sequence alignments (MSAs) with large numbers of sequences are now,0
"In these cases, logic formalisms are a useful approach since all they need is to add logic gates to the existing (signed and directed) interactionsOne can generate logic gates by manual curation based on literature, for example (), reviewed in",0
"A wide variety of quantitative biological dynamics data can be directly obtained from experimental measurements by using live cell imaging and digital image processing; for example, cell division dynamics in Caenorhabditis elegans can be extracted from four dimensional (4D) microscopic",0
"are of great interests for neuro biologists in the study of wiring diagramsHowever, due to the complexity of spatial structure of the axons, automatically tracking and reconstructing them from microscopy images in 3D is an unresolved problemintroduction the modern microscopic",0
"Given the variability in the evolution pattern among proteins, these parameters can not be optimal for all gene familiesTo evaluate this method, called hi fix we analyzed simulated sequences and manually curated datasetsReconstructing the evolutionary history of genes contained within",0
"Here, we report an application of a relational database to significantly improve the rate of elemental composition predictionsintroduction identification or annotation of metabolite peaks detected by mass spectrometers (MSs) is one of the crucial steps in ms based meta bolo",0
"Traditionally, gene expression has been measured using DNA microarrays and in situ techniquesThe combination of a gene expression data base and a spatial temporal device to retrieve information has been named a 'gene expression atlas'makefiles specify the files names of",0
"It has been suggested that, in most proteins, local contacts drive protein folding by providing crucial constraints of the conformational space, thus allowing proteins to foldThis view was later supported by several studies that suggested that local interactions dominate folding",0
"chrom aligner resolves peak shifts by a constrained chromatogram alignmentIt also provides alignments based on known component peaks to reach the best results for further chemo metric analysisThrough extensive simulations, we compared the SCS models with commonly used empirical amino",0
The ability to accurately assess the statistical significance of these identifications would increase specificity and sensitivity of mass spectrometry analysesIt is based on the asymptotic extreme value distributionTo estimate absolute copy numbers from the observed ratio of tumor to normal,0
"For some biological phenomena this assumption has been validated, e.gThey can often assemble a sequencing run of bacterial data into a single contig in a few minutes, and assemble 45-fold Caenorhabditis elegans data in 9 min, orders of magnitude faster",0
"However, the relationship between DNA methylation and gene expression remains poorly understoodBy far, the most common scenario involves the mapping of loci with DNA methylation to genes, and using some measure of association between the levels of DNA methylation and",0
introduction numerous clustering approaches have advanced to extract knowledge from sets of e.gbi clustering is traditionally defined as simultaneously clustering both rows and columns in a data matrix,0
"The remaining 60% are primarily enzymes, in many of them zinc plays important catalytic roles ()Motivation: Small non-coding RNAs nc rnas play important roles in various cellular functions in all clades of lifeHowever, these methods rely on the prediction of",0
These data are high dimensional and require computational analysis methods to interpretIntroduction,0
"Comparisons to previous datasets and simulation experiments illustrate PRISMs high sensitivity, while PCR validations of PRISM results, including previously uncharacterized variants, indicate an overall precision of $90%However, most of these only report an approximate location for each SV, rather than",0
"If one or more annotated genomes are included, k snp can automatically annotate the identified SNPsk snp v2 estimates phylogenetic trees by parsimony, neighbor joining and Maximum Likelihood methods, and reports trees with a variety of node labels, including the",0
"Here we present x ibd the only hidden Markov model (HMM) that infers IBD on the X chromosome in addition to the autosomes, where IBD is detectable between individuals with a recent common ancestor, within 25 generations, rather than more",0
* To whom correspondence should be addressed finding transcription factor binding sites tfbs s in the promoter region of a gene is important to understand gene regulation ()These improvements result in downstream advantages including improved genotyping accuracySequencing by hybridization to,0
"In the present work, we described a general method to combine both sequencing and computational reconstruction, and illustrated its potential on a real dataset.",0
Methods and results: We show that local ancestry at a test single nucleotide polymorphism (SNP) may confound with the association signal and ignoring it can lead to spurious associationA key advantage of this test lies in its ability to incorporate,0
"Next, sap in performs structural superimposition s to identify compatible and mutually exclusive interactionsIntegration of structural information with PPI networks can partially solve these limitations: first, information from 3D structures of protein domain complexes can be used to distinguish 'AND'",0
"recruitment of RNA polymerase and consequently transcription ()Thus, gene expression dynamics is governed by an ODE with a driving force represented by the TF activityIn this contribution, we build on our previous model of SIM dynamics () and extend the",0
"These include signatures extracted from original research * To whom correspondence should be addressedOther annotations depend on the type of gene setintroduction community phylogenetics (or eco phylogenetics combines ecology and evolutionary biology, linking ecological phenomena with the evolutionary processes that",0
"Physically, MPs differ significantly from water soluble proteins ()template based protein structure prediction for any type of protein can be divided into several stepsThe first step is the identification of a template protein of known structureThe final step in modelling",0
Supervised classification based on support vector machines (SVMs) has successfully been used for the prediction of cis regulatory modules (CRMs),0
"This would make it practical to use our approach in a genomic Beacon (see GA4GH's Beacon Project) that would allow the privacy preserving search for combinations of variantsThis question arises, for example, when interpreting chips eq or rnase q data",0
Drugs are discovered by chemically modifying these molecular scaffolds to improve their medicinal properties ()similarly found that maximizing the diversity of scaffolds selected for confirmatory testing can dramatically improve the efficiency of screening experimentsSuccessive decompositions yield a linear graph of,0
"This systems insight suggests a rational approach for prioritizing experiments towards the most fragile elements of a network, driving subsequent model revision and quantitative understanding.",0
"chips eq can however map the positions of only one TF per experiment and requires a specific, chip grade antibody for the protein of interestgenome wide maps of putative regulatory sites in selected cell types detected using dnase seq data",0
"DNA microarray probes to encompass the full diversity of gene family sequences encountered in nature and not yet identified is still one of the most difficult challengesSo, design process allowing the selection of oligonucleotide probes need to be optimized",0
"Moreover, specificity test was conducted against a large formatted database composed of all known CDS retrieved from the taxonomic divisions PRO, FUN and ENV of the EMBL databank in order to avoid cross hybridization eventsHeterogeneous sequences and functional features were",0
Both use cases are illustrated below.,0
"Hence, starting with the TUDOR profile or with the sequence of the BDRD4 ET domain, for which the experimental 3D structure is known, we were able to identify the remote relationships to human BAHCC1 and yeast Taf14pRevisiting systematically the CDD",0
"introduction rare genomic changes', such as rearrangements (), cause large scale structural changes in the genome, clarify distant or problematic relationships among organisms and have been used in many phylogenetic studiesDespite using clever heuristics, MGR does not scale well, particularly",0
"An important component of these solutions is the search for specific subsequences in a given genomeIn the above context, the challenge is to be able to perform fast pattern searches in whole genomes (a complete human genome contains 3 billion",0
"However, technical problems in the analysis of deep sequencing datasets may result in a false detection of miRNA modification events ()This biological problem corresponds to a variable selection problem where the variables are grouped at multiple levels, and the number",0
The extracted substructure domain association network enables us to suggest ligand chemical fragments specific for each protein domain and ligand core substructures important for a wide range of protein familiesIt is important to identify the molecular mechanisms behind overall drug,0
"However, genome wide mechanisms of how antisense transcription regulates sense transcription remain to be determinedIn contrast, requiring a high similarity might hinder the detection of SNPsTo avoid this bias, we developed ARDEN (artificial reference driven estimation of false positives in",0
"Specifically, at each boosting iteration, a regularized operator valued kernel based Vector AutoRegressive model ok var is trained on a random subnetworkThe inability and the unwillingness to tell, a priori, the role of the discriminating compounds in each scenario to",0
"In the field of bioinformatics, sequence derived structural and physicochemical features have been widely used for predicting protein structural and functional classes, protein protein interactions, subcellular locations and peptides of specific properties, etc ()Molecular pathway databases and metabolic maps that",0
"Considering DBFs one at a time leads to many false positives, both in determining which DBFs have significantly enriched BSs in a set of genomic regions and in predicting the exact locations of BSs, and results in a limited view",0
"The deregulation of biochemical pathways plays a central role in many diseases like cancer or parkinsons s diseaseOne is a basis pursuit method (which is based on a linear mixture model), and the other is based on latent Dirichlet allocation",0
"However, we observed that this was, empirically, not a major issue as the identified bases were indeed well aligned with the underlying (hidden) concentrations as opposed to forming a complex mixture with a difficult interpretationOne of the major barriers is",0
"Despite the drop in the cost of sequencing reagents, the complete study of a genome, from sampling to finishing the assembly is still costly and difficultOases employs dynamic cutoffs, where possible, to allow for a robust reconstruction with different k",0
"Four nucleotide bases, i.eMotivation: The evolutionary history of species is traditionally represented with a rooted phylogenetic treeIt combines a number of methods used to compute implicit networks, such as the cluster network method (), with methods used for computing explicit",0
"introduction micrornas (miRNAs) are small ($22 nt), non-coding RNAs that negatively regulates gene expression by binding to the 3 untranslated region of mRNAsPublished by Oxford University PressHowever, the rapid processing of the primary miRNA transcript by dr osha produces uncapped",0
"While the former aims to mimic the behaviour of the pathway in silico, the latter aims to make the pathway properties and structure understandable to humansAs the number of recombination events grows exponentially with increasing sequence length, it is however",0
The final output of methyl mix is genes that are both transcriptionally predictive and differential together with the parameters of their methylation statesintroduction genome wide association studies g was are one of the driving reasons behind the formation of nationwide,0
"The results from such alignments can be used in subsequent analyses, such as genome wide comparative studies, to drive conclusions concerning a variety of biological processes, such as gene expression and epi genomic modificationsMass spectrometry enables the determination of phosphorylated",0
It also successfully rejects the sites from known false target genes with a perfect seed match by using the total energy filter to the initial prediction setMotivation: sequence variation analysis is conventionally performed on mapping results that are highly redundant,0
"The resulting optimization problem is solved using an expectation maximization procedure and an unconstrained binary quadratic programming approximation of the original problemScaffolding, the process of using additional data to place contigs in the right order, orientation and at the right",0
"The essence of this method is to intrinsically increase the p by giving a weight to non-specific datasets according to their relevance to the context specific dataset and accuracyAs the number of crystallized proteins has increased, an opportunity has arisen",0
"Efforts during the past decade have shown the importance of mirna based regulation in diverse contexts and in health and disease ()Also, independent studies () have shown that RNA22 exhibits a high signal to noise ratioMotivation: Variant detection from next",0
"Nowadays, trees relating units of selection (be it functional domains, genes or species) are structures of primary interest for system at ists but also instrumental to a wealth of other studies where evolutionary correlations need to be accounted forSome estimation",0
"At the end of each session, a detailed analysis report is generated to facilitate understanding of the resultsHowever, most of",0
"Motivation: The rapid growth of diverse biological data allows us to consider interactions between a variety of objects, such as genes, chemicals, molecular signatures, diseases, pathways and environmental exposuresOften, any pair of objects such as a gene and a disease",0
"Catalytic residue prediction is bound up with the broader issue of residue function prediction from protein structures; therefore, in principle, other approaches can also be used for this taskIn addition, structural alignment programs can provide baseline annotation of catalytic sitesIn",0
The analysis led to the striking conclusion that more than 50% of them might not give rise to proteins structurally and or functionally related to the other isoforms of the same genes or be the result of aberrant splicing events,0
"discussion current alignment based binning methods depend on exhaustive database searchesUsing this approach, SPHINX achieves a 15 to 20-fold reduction in the time taken for binning, compared with other binning approaches which depend on exhaustive database searches ()These results show",0
Also epigenetic changes of DNA methylation or histone modifications are known to locally bias expression levels on chromosomes ()This mapping of gene expression data to chromosomal locations revealed a complex organization of the human genome in which highly expressed genes,0
"Core features include interactive navigation through the alignment, application of popular color schemes, sorting, selecting and filteringBiologically meaningful MSAs highlight and capture sites with significant evolutionary conservationPercentage sequence identities relative to consensus (consensus sequence not shown) are listed for each",0
"A simple way to assess possible problems is to run many searches in parallel and compare and combine their outcomesResults: In this article, we propose an ensemble approach based on boosting to study gene gene interactionsAlzheimer's disease (AD) and, cardiovascular",0
"conclusion reliable secondary structure assignment is an important problemintroduction many academic researchers, who want to use pathway based information, utilize the KEGG PATHWAY database ()By improving the annotation and translating the kgml files to other file formats, researchers could use",0
"The resulting tree is non binary with poly to mies multi fur cating nodes) representing unresolved parts of the tree*To whom correspondence should be addressedRecently, this problem was addressed in the case of long SMRT reads () but it remains",0
It thus complements a recently published approach mainly aimed at analyzing plasmids after plasmid isolation ()We thus expect that 1000s of new plasmids will be identified when plasmid spades runs on all bacterial and achaea l SRA genome datasets.,0
"Our method makes use of a conceptually simple and easily parallelizable idea of minimizers, to obtain 0.317 bits per base as the compression ratio, allowing to fit the 134.0 Gbp dataset into only 5.31 GB of space",0
"Yanovsky (2011) creates a similarity graph for the dataset, defined as a weighted undirected graph with vertices corresponding to the reads of the datasetMotivation: high throughput image based assay technologies can rapidly produce a large number of cell images for",0
"Motivation: high throughput sequencing technologies have recently made deep interrogation of expressed transcript sequences practical, both economically and temporallyLike q palma top hat is strongly built around the idea of canonical it dn resulting in similar issues to q palmaRuntime",0
"Thus both, TFs and miRNAs, influence mRNA concentration jointly together in complex networksbiRte performs post hoc inference of networks between active regulators via NEM structure learning, which infers subset relationships of differentially expressed target genesThey are characterized by molecular recognition",0
"Using our multiple haplotype IBD cluster approach, we found an association with a gen-omic interval covering the PCSK9 gene in these data that is missed by standard single marker association testsIf we use GERMLINE, which has weaker control of type",0
Assessing analysis results across an entire project can be time consuming and error prone; batch effects and outlier samples can easily be missed in the early stages of analysismulti qc addresses this problem by scanning given analysis directories for log,0
"We conclude that SNIPE can enhance the utility of shotgun proteomics data to facilitate the study of poorly detected proteins in complex mixturesCharacterizing these proteins is the goal of proteomics; however, current mass spectrometer technology is largely incapable of detecting",0
"Initially, a seed sequence is chosen, after which a local search strategy is used to mutate the seed and apply repeatedly the direct problem of RNA folding prediction by energy minimizationThe ability of the user to design sequences according to",0
"NPH may arise from time dependent effects of genes on survival, but could also result from model misspecification, e.g",0
"GDL utilizes graph based regularize rs to model the prior networks and does not require an explicit clustering stepTo leverage the network prior knowledge, several methods based on Lasso have been proposed ()In (), the authors further extend the model",0
"The involved GO categories are: (i) telomere maintenance via recombination; (ii) branched chain family amino acid biosynthetic process; (iii)f hjl Number of genes that have enriched GO categories and can also be identified by GDL, glass o s iol and",0
"up and downregulation, can be represented this way by the edges of the graphTwo types of interactions are distinguished based on the sign of their strength(d) Resulting co interaction network that contains three types of edges: two uni type co",0
One study () constructed a fusion network based on *To whom correspondence should be addressedAnother study developed a computational method to nominate fusion drivers by assessing the association of their partner genes with the identified biological concepts (i.eA recent study,0
The analysis of the NMR spectra often still includes substantial manual work even though a broad range of automated procedures have been developed ()Automation of spectral analysis is particularly important in nmr based drug discovery where hundreds of two dimensional,0
"knowledge driven approaches are based on the metadata used to describe the deposited gene expression studiesWe show that the inferred differential expression patterns correspond to functionally coherent core intersections of gene setsIn an experimental validation study, we explored a connection",0
"Gene ontology (GO) is a well established way of handling these issues ()The GDV captures the wiring patterns around a node for all possible subnetworks with up to five nodesHowever, evolution might have varying effects on different parts of the",0
"From a user's point of view, the situation is most confusingdiscussion as we have demonstrated here, the construction of structural alignments of proteins can be split in two independent parts i the geometric transformation required for the superposition of two",0
"Identifying life forms is crucial for all activities related to biology and their taxonomic descriptions are more than necessary in the study of Biodiversity ()Indeed, the internal data with which we evaluated our precision were obtained from a patient with",0
"conclusion we have presented in this note SK, a language and simulator to embed rule based models in space Diffusion of multi compartment complexes via special multisource channelsFor instance, studies on neurodevelopmental malformations identified disease causing variants at a very",0
Boolean Networks can infer signalling networks from observations of protein activationObserving signalling networks is more complicatedThey test for conditional independence between proteins' states using protein inhibition experiments and direct measurement of these states introduced Nested Effects Models (NEMs) ()This concept,0
svd phy executes very fast: its run time is on average about 1020 min per organism on a normal workstationComparison against a representative subset rather than all proteins (e.g.;3Comparison against a library of profile models of protein families (e.g.)Very short,0
"Here, we present a procedure that addresses these issues in the context of high throughput studies like that described in our companion article, where thousands of predictions are made, and only a relatively small fraction can be validatedThe occurrence of",0
The virus accomplishes this by interacting with its host via thousands of highly specific molecular interactions ()Logical Boolean models find applications in many biological phenomenaThe possibility of bypassing a stage in the pathway involving host cells interacting with HIV-1 has,0
"At the same time, the results are likely to be transferable to humanMore recent studies suggested to identify conserved biological processes analyzed transcript omics profiles of human and mouse macrophages and dendritic cells to derive common response genes involved in",0
The sequence based ab initio method ion seq uses only sequence information and adopts a modified AdaBoost method that was extended to eliminate the imbalance effect of the data sample that has been dominated by the non-binding residuesFuture directions of,0
"conclusion fait is a novel method developed to analyze variations in length of individual repeats in solenoid like proteins, and it is the first method developed specifically to detect it only from sequencesHence, the major difference between existing methods and",0
These overshoot sites may constitute a substantial proportionTo fully leverage the information in these data requires some method for making consistent estimates of 5-mC and 5-hmC levelsMotivation: Copy number variants cn vs have been implicated in a variety of neurodevelopmen-tal,0
"uni frac is a dissimilarity measure commonly used in meta genomic research, but it requires a phylogenetic treeThis is because the dimension of the distance matrix is equal to the sample size, which is typical high, and thus it is",0
"Results: We have developed an integrative orthogonality regularized nonnegative matrix factoriza-tion ion mf to integrate multiple data sources and discover non-overlapping, class specific RNA binding patterns of varying strengthsFor example, NMF was used to integrate multiple matrices with a common",0
"Especially difficult is attempting to quantify the spatial correlation between heterogeneous structures and point objects, which often occurs in many biological tissuesWe use this method to study the spatial relationship between the vasculature and a type of cell in the",0
"Tested on both simulations and TCGA datasets, a i saic is effective at revealing novel consensus regions that harbor potential cancer 'driver' genes and enhancersThis is unrealistic as biomedical literature is not only varied in terms of domains but also",0
CON These results suggest that EB causes mutation primarily by base substitution and that the spectrum of these mutations closely resembles that of bd sentence closest to centroid 1 RES In vitro activation of p cresol with horseradish peroxidase produced,0
"To enable comparison and integration of these sources, we mapped all miRNAs to mir base identifiers and all targets to Ensembl protein identifiers en sps using the STRING aliases file ()introduction optical Mapping, a single molecule system (), constructs genome",0
"The ortho nets plug-in for Cytoscape () enables simultaneous visual analysis of protein protein interaction (PPI) networks in multiple organismsComplex, and overall matching, inhibition patterns are reflected by the predictionsAlthough the error in prediction should ideally be close to the",0
"However, potential limitations of the loess fit method may arise in small or sparse datasets, where LOESS might over fit or inaccurately fit the data pointsUsing the compounds and their occurrences in PubMed literature, we performed statistical tests to estimate",0
"The binding of miRNAs to their target mRNAs degrades the target mRNAs and or prevents the target mRNAs from being translated into proteins, and thus modulates gene expression at the post-transcriptional level ()With thousands of target sequences for dozens of",0
"Therefore, disregarding ambiguous tags may lead to an underestimate of the biological significance and functional roles of interspersed repeated DNAeach possible site* To whom correspondence should be addressedOn the other hand, lasso is neither the unique nor the universally optimal",0
"The method is widely accepted and has been subject to modifications of diverse visual and model related features (see, for an overview), though the basic statistical principle remained unchangedInitial steps to deal with that problem include implicit accounting for the",0
"These networks are represented as graphsEOne stream of methods targets synthetic biology and pathway reconstructionHowever, up to this point, state of the art computational methods for studying host pathogen interactions have aimed primarily at identifying host pathogen protein protein interactions",0
(iii) Refining the hijacking hypothesis by searching for compounds that satisfy a predefined similarity threshold as defined by a compound similarity metric like Tanimoto coefficient is very interesting extensionClinical samples are often genomic ally heterogeneous due to low sample purity,0
"NGS diagnostics are being translated to clinical applications including non-invasive fetal diagnostics (), infectious disease diagnostics (), cancer diagnostics (), and human microbio me analysis (The Human microbio me Project Consortium, 2013)mute ct uses a Bayesian posterior probability in its",0
"However, the massive amounts of sequencing data have also brought new challenges to the researchers",0
"within individual contamination, such as normal DNA contamination of tumor DNA in cancer studies, typically leads to decreased sensitivityBased on this observation, RNA can be organized into families with similar sequences and secondary structuresMore precisely, P ij is the sum",0
"On the other hand, a given miRNA is able to pair with up to hundreds of genes ()Through real data application, we have demonstrated that our method has achieved better sensitivity and specificity in predicting mirna target interactions, and the",0
Rosetta is one such protein modeling suite that has already demonstrated wide applicability to a number of diverse research projectsinteractive rosetta does not require a familiarity with the structure and organization of Rosetta and provides easy access to its structural,0
"Microarray techniques for measuring gene expression and chromatin states have been largely supplanted by sequencing based techniques, and whole exo me and whole genome experiments are now routineBITS uses two binary searches (one each for start and end coordinates) to",0
large scale interaction maps have been experimentally determined but are incomplete and show high error rates (von)GO is organized as a graph with terms as nodes and edges describing relationships ()term probabilitiesNumerous variants of resnik s method with different aggregation,0
"In the past decade, ontologies have filled the gap of being able to explicitly specify the meaning of terms in a vocabulary ()Prioritized GO terms are routinely computed in functional analyses of genomic studies such as gene expression profiles and",0
"Of all those species present in other modules, only those in a given module's overlap region or intersection are relevant for the instantaneous kinetics of its other species and (if stipulated) for the trajectory of the moduleexperimentsThis number goes up",0
"This integration is done via a process called density fitting, where structures are fitted into the density maps by optimizing a quality of fit measure between the cry oem map and the density of the probe structure at a corresponding",0
"Therefore, RNA is only considered to be an intermediary between a DNA sequence and its encoded protein during a considerable long period ()Therefore, mutations and dysregulation s of ln crnas are associated with a broad range of human diseases (),",0
"Based on the true path rule the annotation of a gene to a GO term implies automatic annotation to all the ancestors of that termAnother feature is that a GO term is allowed to have more than one parent nodes,",0
"conclusion removing read duplicates, while correcting for PCR amplification bias, could introduce another bias owing to over correction of read counts as a result of sampling induced read duplicationCompared to purely quantitative approaches, our proposed strategy achieves increased accuracy by",0
"Perhaps the best studied HD protein is the Drosophila engrailed protein ()Only a small minority of the proteins in the dataset had short insertions relative to engrailedTwo other types of insertions only occur in the mouse proteins Hdx, Hmbox1, Tcf1",0
"Our results demonstrate that with ample high quality and quantitative training data sophisticated machine learning methods are capable of determining very good recognition models for HD proteinsThe former is an interactive bi clustering program that plots modules individually, making it",0
Next consider D 5GDC runs indefinitely for this datasetCurrent methods for contact prediction use large multiple sequence alignments to identify interacting residues through correlated mutation analysisPublished by Oxford University Press.,0
"One of the more interesting observations has been the apparent effect of redundancy in predicted contactsResults: Here, we introduce a new approach the Bayesian Ising Approximation bia to rapidly calculate posterior probabilities for feature relevance in L2 penalized linear regressionFinally,",0
The current article aims at illustrating the different mechanisms leading to over optimism through a concrete example from an active methodological research fieldThis aspect of over optimism is quantitatively investigated in the study by) and termed as 'optimization of the,0
The closely homologous proteins have similar structures with relatively lesser number of insertions and deletionsThe rigid body superposition was later used by Zuker and Somorjai to define the distance between backbone fragments while comparing them using dynamic programming ()Motivation: Approaches,0
"Results: We give a precise definition of a popular simple method we refer to as m a some nos which calculates prognostic scores for discrimination by summing standardized predictors, weighted by the signs of their marginal associations with the outcome",0
We provide theoretical arguments that this method has good discrimination power and low variability when positively correlated features tend to have the same directions of marginal association with outcomeand so so describing its theoretically non optimal but still practically useful,0
"Methods that combine genome wide association results with genetic networks to infer the key phenotype modulating subnetworks combat these issues, but have primarily been limited to network definitions with yes no labels for gene gene interactions"" Dense module searching """,0
"Hence, if a gene is annotated to the GO term ATP binding, it is implicitly annotated to all ancestors of the term including nucleotide bindingConsider phenylketonuria (PKU), which is a hereditary metabolic disease that is characterized by numerous phenotypic abnormalities",0
"Another important reason is that boq a is a global approachMost ep ks are recognized by similarity to hidden Markov profiles such as the p kinase hmm (http://pfam.sanger.ac.uk/), but members of several families are divergent and are often overlooked in",0
"Even though binding of transcription factors is sequence specific estimating the sequence similarity of two functionally similar enhancers is very difficultThis approach works well for sequences which are at least partially align able however, this is not the case for",0
"The DNA in eukaryotic cells is packed into the chromatin that is composed of nucleosomesintroduction dna accessibility plays an important role in the regulation of processes such as transcription, replication, recombination and DNA repairDNA accessibility in turn depends on the",0
"Although the use of paired end and mate pair technologies has improved the accuracy and completeness of assembled genomes, NGS sequencing still produces highly fragmented assemblies due to long repetitive regionsdemonstrated that the assembly of a bacterial genome (Escherichia coli",0
"Thus, our testing approach for periodicity can be applied to time series demand data on a given product over a time period and identify the products among tens of thousands of products which have periodic consumer demandSeveral studies have shown",0
"Skyline was explicitly designed to accelerate targeted proteomics experimentation and foster broad sharing of both methods and results * To whom correspondence should be addressedIn addition, background lists of identifiers representing all measured genes proteins and or metabolites can be",0
Motivation: Dynamic Bayesian networks (DBN) are widely applied in modeling various biological networks including the gene regulatory network (GRN)Motivation: Protein contact prediction is important for protein structure and functional studyBoth evolutionary coupling (EC) analysis and supervised machine learning methods have,0
"Of the 22 predictors used in this study, at least half used similar protein properties to generate the location callsHowever, it is the generated location calls that act as the actual naive Bayes input variables, and as these did not",0
